FILENAME,INSTANCE,GAME_TYPE,ALGORITHM_VARIANT,CUT,CUT_VALIDITY,ENUMERATE_NE,MODEL_TYPE,BRANCHING_STRATEGY,FEASIBILITY_TOL,SOLVE_STATUS,NUMBER_OF_NE_FOUND,NODE_EXPLORED,CUTS_ADDED,TIME,ANTICYCLING_MEASURES_TAKEN
slurm_20023130-178.out:result,../../../instances/implementation_games/I_2_15_mm_1_7.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,31,59,4.18048,0
slurm_20023130-179.out:result,../../../instances/implementation_games/I_2_15_mm_1_8.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1,0,2.19268,0
slurm_20023130-17.out:result,../../../instances/implementation_games/I_10_10_mm_1_6.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,3457,30504,3608.39,0
slurm_20023130-180.out:result,../../../instances/implementation_games/I_2_15_mm_1_9.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,2,6,0.420506,0
slurm_20023130-181.out:result,../../../instances/implementation_games/I_2_15_ss_10_10.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,37949,56592,3599.91,0
slurm_20023130-182.out:result,../../../instances/implementation_games/I_2_15_ss_10_1.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,21328,47424,3599.92,0
slurm_20023130-183.out:result,../../../instances/implementation_games/I_2_15_ss_10_2.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,NO_SOLUTION_FOUND,0,2087,3644,136.996,0
slurm_20023130-184.out:result,../../../instances/implementation_games/I_2_15_ss_10_3.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,41785,61596,3599.93,0
slurm_20023130-185.out:result,../../../instances/implementation_games/I_2_15_ss_10_4.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,2372,4698,247.744,0
slurm_20023130-186.out:result,../../../instances/implementation_games/I_2_15_ss_10_5.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,2879,7440,3600.86,0
slurm_20023130-187.out:result,../../../instances/implementation_games/I_2_15_ss_10_6.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,34252,62169,3599.92,0
slurm_20023130-188.out:result,../../../instances/implementation_games/I_2_15_ss_10_7.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,42528,76042,3599.92,0
slurm_20023130-189.out:result,../../../instances/implementation_games/I_2_15_ss_10_8.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,5989,9850,462.955,0
slurm_20023130-18.out:result,../../../instances/implementation_games/I_10_10_mm_1_7.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,1269,8234,3611.3,0
slurm_20023130-190.out:result,../../../instances/implementation_games/I_2_15_ss_10_9.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,21,58,2.12832,0
slurm_20023130-191.out:result,../../../instances/implementation_games/I_2_15_ss_1_10.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,8,16,2.66394,0
slurm_20023130-192.out:result,../../../instances/implementation_games/I_2_15_ss_1_1.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,7386,16644,3600.66,0
slurm_20023130-193.out:result,../../../instances/implementation_games/I_2_15_ss_1_2.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,127,678,82.9241,0
slurm_20023130-194.out:result,../../../instances/implementation_games/I_2_15_ss_1_3.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,471,1137,66.4847,0
slurm_20023130-195.out:result,../../../instances/implementation_games/I_2_15_ss_1_4.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,16,21,4.18268,0
